Date,source_sheet,Bird,Feeder Visits
2025-11-05,Southampton daily summaries,Blue tit,49.0
2025-11-06,Southampton daily summaries,Blue tit,55.0
2025-11-07,Southampton daily summaries,Blue tit,31.0
2025-11-08,Southampton daily summaries,Blue tit,74.0
2025-11-09,Southampton daily summaries,Blue tit,69.0
,Southampton daily summaries,Blue tit,
2025-11-10,Southampton daily summaries,Blue tit,19.0
2025-11-11,Southampton daily summaries,Blue tit,17.0
2025-11-12,Southampton daily summaries,Blue tit,5.0
2025-11-13,Southampton daily summaries,Blue tit,3.0
2025-11-14,Southampton daily summaries,Blue tit,0.0
2025-11-15,Southampton daily summaries,Blue tit,1.0
2025-11-16,Southampton daily summaries,Blue tit,2.0
2025-11-17,Southampton daily summaries,Blue tit,0.0
2025-11-18,Southampton daily summaries,Blue tit,1.0
2025-11-19,Southampton daily summaries,Blue tit,0.0
2025-11-20,Southampton daily summaries,Blue tit,0.0
,Southampton daily summaries,Blue tit,
2025-11-21,Southampton daily summaries,Blue tit,57.0
2025-11-22,Southampton daily summaries,Blue tit,43.0
2025-11-23,Southampton daily summaries,Blue tit,38.0
2025-11-25,Southampton daily summaries,Blue tit,130.0
2025-11-26,Southampton daily summaries,Blue tit,203.0
2025-11-27,Southampton daily summaries,Blue tit,191.0
2025-11-28,Southampton daily summaries,Blue tit,157.0
2025-11-29,Southampton daily summaries,Blue tit,77.0
2025-12-03,Southampton daily summaries,Blue tit,121.0
2025-12-04,Southampton daily summaries,Blue tit,145.0
2025-12-05,Southampton daily summaries,Blue tit,191.0
2025-12-06,Southampton daily summaries,Blue tit,219.0
2025-12-07,Southampton daily summaries,Blue tit,198.0
2025-12-08,Southampton daily summaries,Blue tit,183.0
2025-12-09,Southampton daily summaries,Blue tit,340.0
2025-12-10,Southampton daily summaries,Blue tit,197.0
2025-12-11,Southampton daily summaries,Blue tit,321.0
2025-12-12,Southampton daily summaries,Blue tit,329.0
2025-12-13,Southampton daily summaries,Blue tit,221.0
2025-12-14,Southampton daily summaries,Blue tit,324.0
2025-12-15,Southampton daily summaries,Blue tit,262.0
,Southampton daily summaries,Blue tit,
2025-12-16,Southampton daily summaries,Blue tit,38.0
2025-12-17,Southampton daily summaries,Blue tit,18.0
2025-12-18,Southampton daily summaries,Blue tit,1.0
2025-12-19,Southampton daily summaries,Blue tit,6.0
2025-12-20,Southampton daily summaries,Blue tit,3.0
2025-12-21,Southampton daily summaries,Blue tit,0.0
2025-12-22,Southampton daily summaries,Blue tit,12.0
2025-12-23,Southampton daily summaries,Blue tit,2.0
2025-12-24,Southampton daily summaries,Blue tit,3.0
2025-12-25,Southampton daily summaries,Blue tit,4.0
2025-12-26,Southampton daily summaries,Blue tit,0.0
2025-12-27,Southampton daily summaries,Blue tit,0.0
2025-12-28,Southampton daily summaries,Blue tit,1.0
2025-12-29,Southampton daily summaries,Blue tit,1.0
,Southampton daily summaries,Blue tit,
2025-12-30,Southampton daily summaries,Blue tit,77.0
2025-12-31,Southampton daily summaries,Blue tit,123.0
2026-01-01,Southampton daily summaries,Blue tit,199.0
2026-01-02,Southampton daily summaries,Blue tit,332.0
2026-01-03,Southampton daily summaries,Blue tit,220.0
2026-01-04,Southampton daily summaries,Blue tit,260.0
2026-01-05,Southampton daily summaries,Blue tit,324.0
2026-01-06,Southampton daily summaries,Blue tit,276.0
2026-01-07,Southampton daily summaries,Blue tit,344.0
2025-10-05,Southampton daily summaries,Coal tit,0.0
2025-10-06,Southampton daily summaries,Coal tit,0.0
2025-10-07,Southampton daily summaries,Coal tit,0.0
2025-10-08,Southampton daily summaries,Coal tit,0.0
2025-10-09,Southampton daily summaries,Coal tit,0.0
2025-10-10,Southampton daily summaries,Coal tit,0.0
2025-10-11,Southampton daily summaries,Coal tit,0.0
2025-10-12,Southampton daily summaries,Coal tit,0.0
2025-10-13,Southampton daily summaries,Coal tit,0.0
2025-10-14,Southampton daily summaries,Coal tit,0.0
2025-10-15,Southampton daily summaries,Coal tit,10.0
2025-10-16,Southampton daily summaries,Coal tit,11.0
2025-10-17,Southampton daily summaries,Coal tit,8.0
2025-10-18,Southampton daily summaries,Coal tit,33.0
2025-10-19,Southampton daily summaries,Coal tit,16.0
2025-10-20,Southampton daily summaries,Coal tit,17.0
2025-10-21,Southampton daily summaries,Coal tit,31.0
2025-10-22,Southampton daily summaries,Coal tit,27.0
2025-10-23,Southampton daily summaries,Coal tit,15.0
2025-10-24,Southampton daily summaries,Coal tit,46.0
2025-10-25,Southampton daily summaries,Coal tit,31.0
2025-10-26,Southampton daily summaries,Coal tit,35.0
2025-10-27,Southampton daily summaries,Coal tit,26.0
2025-10-28,Southampton daily summaries,Coal tit,11.0
2025-10-29,Southampton daily summaries,Coal tit,26.0
2025-10-30,Southampton daily summaries,Coal tit,51.0
2025-10-31,Southampton daily summaries,Coal tit,35.0
2025-11-01,Southampton daily summaries,Coal tit,37.0
2025-11-02,Southampton daily summaries,Coal tit,29.0
2025-11-03,Southampton daily summaries,Coal tit,11.0
2025-11-04,Southampton daily summaries,Coal tit,25.0
2025-11-05,Southampton daily summaries,Coal tit,15.0
2025-11-06,Southampton daily summaries,Coal tit,21.0
2025-11-07,Southampton daily summaries,Coal tit,15.0
2025-11-08,Southampton daily summaries,Coal tit,22.0
2025-11-09,Southampton daily summaries,Coal tit,19.0
,Southampton daily summaries,Coal tit,
2025-11-10,Southampton daily summaries,Coal tit,1.0
2025-11-11,Southampton daily summaries,Coal tit,4.0
2025-11-12,Southampton daily summaries,Coal tit,1.0
2025-11-13,Southampton daily summaries,Coal tit,0.0
2025-11-14,Southampton daily summaries,Coal tit,0.0
2025-11-15,Southampton daily summaries,Coal tit,0.0
2025-11-16,Southampton daily summaries,Coal tit,1.0
2025-11-17,Southampton daily summaries,Coal tit,1.0
2025-11-18,Southampton daily summaries,Coal tit,0.0
2025-11-19,Southampton daily summaries,Coal tit,0.0
2025-11-20,Southampton daily summaries,Coal tit,0.0
,Southampton daily summaries,Coal tit,
2025-11-21,Southampton daily summaries,Coal tit,32.0
2025-11-22,Southampton daily summaries,Coal tit,23.0
2025-11-23,Southampton daily summaries,Coal tit,13.0
2025-11-25,Southampton daily summaries,Coal tit,17.0
2025-11-26,Southampton daily summaries,Coal tit,45.0
2025-11-27,Southampton daily summaries,Coal tit,16.0
2025-11-28,Southampton daily summaries,Coal tit,10.0
2025-11-29,Southampton daily summaries,Coal tit,4.0
2025-12-03,Southampton daily summaries,Coal tit,19.0
2025-12-04,Southampton daily summaries,Coal tit,7.0
2025-12-05,Southampton daily summaries,Coal tit,13.0
2025-12-06,Southampton daily summaries,Coal tit,16.0
2025-12-07,Southampton daily summaries,Coal tit,7.0
2025-12-08,Southampton daily summaries,Coal tit,22.0
2025-12-09,Southampton daily summaries,Coal tit,19.0
2025-12-10,Southampton daily summaries,Coal tit,23.0
2025-12-11,Southampton daily summaries,Coal tit,36.0
2025-12-12,Southampton daily summaries,Coal tit,31.0
2025-12-13,Southampton daily summaries,Coal tit,12.0
2025-12-14,Southampton daily summaries,Coal tit,30.0
2025-12-15,Southampton daily summaries,Coal tit,8.0
,Southampton daily summaries,Coal tit,
2025-12-16,Southampton daily summaries,Coal tit,1.0
2025-12-17,Southampton daily summaries,Coal tit,0.0
2025-12-18,Southampton daily summaries,Coal tit,0.0
2025-12-19,Southampton daily summaries,Coal tit,0.0
2025-12-20,Southampton daily summaries,Coal tit,1.0
2025-12-21,Southampton daily summaries,Coal tit,0.0
2025-12-22,Southampton daily summaries,Coal tit,1.0
2025-12-23,Southampton daily summaries,Coal tit,0.0
2025-12-24,Southampton daily summaries,Coal tit,0.0
2025-12-25,Southampton daily summaries,Coal tit,1.0
2025-12-26,Southampton daily summaries,Coal tit,0.0
2025-12-27,Southampton daily summaries,Coal tit,0.0
2025-12-28,Southampton daily summaries,Coal tit,0.0
2025-12-29,Southampton daily summaries,Coal tit,0.0
,Southampton daily summaries,Coal tit,
2025-12-30,Southampton daily summaries,Coal tit,28.0
2025-12-31,Southampton daily summaries,Coal tit,25.0
2026-01-01,Southampton daily summaries,Coal tit,16.0
2026-01-02,Southampton daily summaries,Coal tit,30.0
2026-01-03,Southampton daily summaries,Coal tit,16.0
2026-01-04,Southampton daily summaries,Coal tit,19.0
2026-01-05,Southampton daily summaries,Coal tit,18.0
2026-01-06,Southampton daily summaries,Coal tit,18.0
2026-01-07,Southampton daily summaries,Coal tit,1.0
2025-10-05,Southampton daily summaries,Great tit,2.0
2025-10-06,Southampton daily summaries,Great tit,5.0
2025-10-07,Southampton daily summaries,Great tit,3.0
2025-10-08,Southampton daily summaries,Great tit,5.0
2025-10-09,Southampton daily summaries,Great tit,3.0
2025-10-10,Southampton daily summaries,Great tit,8.0
2025-10-11,Southampton daily summaries,Great tit,10.0
2025-10-12,Southampton daily summaries,Great tit,14.0
2025-10-13,Southampton daily summaries,Great tit,14.0
2025-10-14,Southampton daily summaries,Great tit,50.0
2025-10-15,Southampton daily summaries,Great tit,55.0
2025-10-16,Southampton daily summaries,Great tit,50.0
2025-10-17,Southampton daily summaries,Great tit,39.0
2025-10-18,Southampton daily summaries,Great tit,35.0
2025-10-19,Southampton daily summaries,Great tit,28.0
2025-10-20,Southampton daily summaries,Great tit,50.0
2025-10-21,Southampton daily summaries,Great tit,76.0
2025-10-22,Southampton daily summaries,Great tit,80.0
2025-10-23,Southampton daily summaries,Great tit,114.0
2025-10-24,Southampton daily summaries,Great tit,126.0
2025-10-25,Southampton daily summaries,Great tit,116.0
2025-10-26,Southampton daily summaries,Great tit,126.0
2025-10-27,Southampton daily summaries,Great tit,151.0
2025-10-28,Southampton daily summaries,Great tit,89.0
2025-10-29,Southampton daily summaries,Great tit,97.0
2025-10-30,Southampton daily summaries,Great tit,160.0
2025-10-31,Southampton daily summaries,Great tit,187.0
2025-11-01,Southampton daily summaries,Great tit,191.0
2025-11-02,Southampton daily summaries,Great tit,172.0
2025-11-03,Southampton daily summaries,Great tit,132.0
2025-11-04,Southampton daily summaries,Great tit,118.0
2025-11-05,Southampton daily summaries,Great tit,124.0
2025-11-06,Southampton daily summaries,Great tit,115.0
2025-11-07,Southampton daily summaries,Great tit,65.0
2025-11-08,Southampton daily summaries,Great tit,87.0
2025-11-09,Southampton daily summaries,Great tit,78.0
,Southampton daily summaries,Great tit,
2025-11-10,Southampton daily summaries,Great tit,58.0
2025-11-11,Southampton daily summaries,Great tit,17.0
2025-11-12,Southampton daily summaries,Great tit,7.0
2025-11-13,Southampton daily summaries,Great tit,6.0
2025-11-14,Southampton daily summaries,Great tit,0.0
2025-11-15,Southampton daily summaries,Great tit,1.0
2025-11-16,Southampton daily summaries,Great tit,6.0
2025-11-17,Southampton daily summaries,Great tit,2.0
2025-11-18,Southampton daily summaries,Great tit,2.0
2025-11-19,Southampton daily summaries,Great tit,1.0
2025-11-20,Southampton daily summaries,Great tit,0.0
,Southampton daily summaries,Great tit,
2025-11-21,Southampton daily summaries,Great tit,81.0
2025-11-22,Southampton daily summaries,Great tit,97.0
2025-11-23,Southampton daily summaries,Great tit,36.0
2025-11-25,Southampton daily summaries,Great tit,182.0
2025-11-26,Southampton daily summaries,Great tit,268.0
2025-11-27,Southampton daily summaries,Great tit,198.0
2025-11-28,Southampton daily summaries,Great tit,156.0
2025-11-29,Southampton daily summaries,Great tit,82.0
2025-12-03,Southampton daily summaries,Great tit,143.0
2025-12-04,Southampton daily summaries,Great tit,153.0
2025-12-05,Southampton daily summaries,Great tit,208.0
2025-12-06,Southampton daily summaries,Great tit,198.0
2025-12-07,Southampton daily summaries,Great tit,166.0
2025-12-08,Southampton daily summaries,Great tit,190.0
2025-12-09,Southampton daily summaries,Great tit,245.0
2025-12-10,Southampton daily summaries,Great tit,200.0
2025-12-11,Southampton daily summaries,Great tit,217.0
2025-12-12,Southampton daily summaries,Great tit,284.0
2025-12-13,Southampton daily summaries,Great tit,161.0
2025-12-14,Southampton daily summaries,Great tit,212.0
2025-12-15,Southampton daily summaries,Great tit,217.0
,Southampton daily summaries,Great tit,
2025-12-16,Southampton daily summaries,Great tit,24.0
2025-12-17,Southampton daily summaries,Great tit,3.0
2025-12-18,Southampton daily summaries,Great tit,0.0
2025-12-19,Southampton daily summaries,Great tit,8.0
2025-12-20,Southampton daily summaries,Great tit,2.0
2025-12-21,Southampton daily summaries,Great tit,0.0
2025-12-22,Southampton daily summaries,Great tit,3.0
2025-12-23,Southampton daily summaries,Great tit,3.0
2025-12-24,Southampton daily summaries,Great tit,2.0
2025-12-25,Southampton daily summaries,Great tit,4.0
2025-12-26,Southampton daily summaries,Great tit,0.0
2025-12-27,Southampton daily summaries,Great tit,0.0
2025-12-28,Southampton daily summaries,Great tit,0.0
2025-12-29,Southampton daily summaries,Great tit,0.0
,Southampton daily summaries,Great tit,
2025-12-30,Southampton daily summaries,Great tit,174.0
2025-12-31,Southampton daily summaries,Great tit,180.0
2026-01-01,Southampton daily summaries,Great tit,163.0
2026-01-02,Southampton daily summaries,Great tit,296.0
2026-01-03,Southampton daily summaries,Great tit,233.0
2026-01-04,Southampton daily summaries,Great tit,228.0
2026-01-05,Southampton daily summaries,Great tit,306.0
2026-01-06,Southampton daily summaries,Great tit,284.0
2026-01-07,Southampton daily summaries,Great tit,294.0
2025-10-05,Southampton daily summaries,Nuthatch,0.0
2025-10-06,Southampton daily summaries,Nuthatch,0.0
2025-10-07,Southampton daily summaries,Nuthatch,0.0
2025-10-08,Southampton daily summaries,Nuthatch,0.0
2025-10-09,Southampton daily summaries,Nuthatch,0.0
2025-10-10,Southampton daily summaries,Nuthatch,0.0
2025-10-11,Southampton daily summaries,Nuthatch,0.0
2025-10-12,Southampton daily summaries,Nuthatch,0.0
2025-10-13,Southampton daily summaries,Nuthatch,0.0
2025-10-14,Southampton daily summaries,Nuthatch,0.0
2025-10-15,Southampton daily summaries,Nuthatch,0.0
2025-10-16,Southampton daily summaries,Nuthatch,0.0
2025-10-17,Southampton daily summaries,Nuthatch,0.0
2025-10-18,Southampton daily summaries,Nuthatch,0.0
2025-10-19,Southampton daily summaries,Nuthatch,0.0
2025-10-20,Southampton daily summaries,Nuthatch,0.0
2025-10-21,Southampton daily summaries,Nuthatch,8.0
2025-10-22,Southampton daily summaries,Nuthatch,38.0
2025-10-23,Southampton daily summaries,Nuthatch,1.0
2025-10-24,Southampton daily summaries,Nuthatch,47.0
2025-10-25,Southampton daily summaries,Nuthatch,19.0
2025-10-26,Southampton daily summaries,Nuthatch,40.0
2025-10-27,Southampton daily summaries,Nuthatch,29.0
2025-10-28,Southampton daily summaries,Nuthatch,35.0
2025-10-29,Southampton daily summaries,Nuthatch,21.0
2025-10-30,Southampton daily summaries,Nuthatch,30.0
2025-10-31,Southampton daily summaries,Nuthatch,15.0
2025-11-01,Southampton daily summaries,Nuthatch,22.0
2025-11-02,Southampton daily summaries,Nuthatch,17.0
2025-11-03,Southampton daily summaries,Nuthatch,20.0
2025-11-04,Southampton daily summaries,Nuthatch,23.0
2025-11-05,Southampton daily summaries,Nuthatch,5.0
2025-11-06,Southampton daily summaries,Nuthatch,20.0
2025-11-07,Southampton daily summaries,Nuthatch,10.0
2025-11-08,Southampton daily summaries,Nuthatch,12.0
2025-11-09,Southampton daily summaries,Nuthatch,19.0
,Southampton daily summaries,Nuthatch,
2025-11-10,Southampton daily summaries,Nuthatch,4.0
2025-11-11,Southampton daily summaries,Nuthatch,2.0
2025-11-12,Southampton daily summaries,Nuthatch,1.0
2025-11-13,Southampton daily summaries,Nuthatch,1.0
2025-11-14,Southampton daily summaries,Nuthatch,0.0
2025-11-15,Southampton daily summaries,Nuthatch,0.0
2025-11-16,Southampton daily summaries,Nuthatch,1.0
2025-11-17,Southampton daily summaries,Nuthatch,0.0
2025-11-18,Southampton daily summaries,Nuthatch,6.0
2025-11-19,Southampton daily summaries,Nuthatch,1.0
2025-11-20,Southampton daily summaries,Nuthatch,2.0
,Southampton daily summaries,Nuthatch,
2025-11-21,Southampton daily summaries,Nuthatch,54.0
2025-11-22,Southampton daily summaries,Nuthatch,10.0
2025-11-23,Southampton daily summaries,Nuthatch,11.0
2025-11-25,Southampton daily summaries,Nuthatch,17.0
2025-11-26,Southampton daily summaries,Nuthatch,47.0
2025-11-27,Southampton daily summaries,Nuthatch,8.0
2025-11-28,Southampton daily summaries,Nuthatch,22.0
2025-11-29,Southampton daily summaries,Nuthatch,15.0
2025-12-03,Southampton daily summaries,Nuthatch,16.0
2025-12-04,Southampton daily summaries,Nuthatch,6.0
2025-12-05,Southampton daily summaries,Nuthatch,10.0
2025-12-06,Southampton daily summaries,Nuthatch,7.0
2025-12-07,Southampton daily summaries,Nuthatch,9.0
2025-12-08,Southampton daily summaries,Nuthatch,7.0
2025-12-09,Southampton daily summaries,Nuthatch,8.0
2025-12-10,Southampton daily summaries,Nuthatch,24.0
2025-12-11,Southampton daily summaries,Nuthatch,33.0
2025-12-12,Southampton daily summaries,Nuthatch,8.0
2025-12-13,Southampton daily summaries,Nuthatch,21.0
2025-12-14,Southampton daily summaries,Nuthatch,21.0
2025-12-15,Southampton daily summaries,Nuthatch,17.0
,Southampton daily summaries,Nuthatch,
2025-12-16,Southampton daily summaries,Nuthatch,3.0
2025-12-17,Southampton daily summaries,Nuthatch,1.0
2025-12-18,Southampton daily summaries,Nuthatch,0.0
2025-12-19,Southampton daily summaries,Nuthatch,3.0
2025-12-20,Southampton daily summaries,Nuthatch,0.0
2025-12-21,Southampton daily summaries,Nuthatch,1.0
2025-12-22,Southampton daily summaries,Nuthatch,2.0
2025-12-23,Southampton daily summaries,Nuthatch,0.0
2025-12-24,Southampton daily summaries,Nuthatch,2.0
2025-12-25,Southampton daily summaries,Nuthatch,1.0
2025-12-26,Southampton daily summaries,Nuthatch,0.0
2025-12-27,Southampton daily summaries,Nuthatch,0.0
2025-12-28,Southampton daily summaries,Nuthatch,0.0
2025-12-29,Southampton daily summaries,Nuthatch,0.0
,Southampton daily summaries,Nuthatch,
2025-12-30,Southampton daily summaries,Nuthatch,34.0
2025-12-31,Southampton daily summaries,Nuthatch,4.0
2026-01-01,Southampton daily summaries,Nuthatch,17.0
2026-01-02,Southampton daily summaries,Nuthatch,43.0
2026-01-03,Southampton daily summaries,Nuthatch,17.0
2026-01-04,Southampton daily summaries,Nuthatch,29.0
2026-01-05,Southampton daily summaries,Nuthatch,20.0
2026-01-06,Southampton daily summaries,Nuthatch,11.0
2026-01-07,Southampton daily summaries,Nuthatch,14.0
2025-10-05,Southampton daily summaries,Robin,0.0
2025-10-06,Southampton daily summaries,Robin,0.0
2025-10-07,Southampton daily summaries,Robin,0.0
2025-10-08,Southampton daily summaries,Robin,1.0
2025-10-09,Southampton daily summaries,Robin,10.0
2025-10-10,Southampton daily summaries,Robin,7.0
2025-10-11,Southampton daily summaries,Robin,18.0
2025-10-12,Southampton daily summaries,Robin,12.0
2025-10-13,Southampton daily summaries,Robin,11.0
2025-10-14,Southampton daily summaries,Robin,19.0
2025-10-15,Southampton daily summaries,Robin,9.0
2025-10-16,Southampton daily summaries,Robin,5.0
2025-10-17,Southampton daily summaries,Robin,5.0
2025-10-18,Southampton daily summaries,Robin,13.0
2025-10-19,Southampton daily summaries,Robin,6.0
2025-10-20,Southampton daily summaries,Robin,5.0
2025-10-21,Southampton daily summaries,Robin,6.0
2025-10-22,Southampton daily summaries,Robin,7.0
2025-10-23,Southampton daily summaries,Robin,13.0
2025-10-24,Southampton daily summaries,Robin,6.0
2025-10-25,Southampton daily summaries,Robin,15.0
2025-10-26,Southampton daily summaries,Robin,6.0
2025-10-27,Southampton daily summaries,Robin,10.0
2025-10-28,Southampton daily summaries,Robin,7.0
2025-10-29,Southampton daily summaries,Robin,17.0
2025-10-30,Southampton daily summaries,Robin,12.0
2025-10-31,Southampton daily summaries,Robin,12.0
2025-11-01,Southampton daily summaries,Robin,14.0
2025-11-02,Southampton daily summaries,Robin,15.0
2025-11-03,Southampton daily summaries,Robin,15.0
2025-11-04,Southampton daily summaries,Robin,13.0
2025-11-05,Southampton daily summaries,Robin,18.0
2025-11-06,Southampton daily summaries,Robin,11.0
2025-11-07,Southampton daily summaries,Robin,18.0
2025-11-08,Southampton daily summaries,Robin,22.0
2025-11-09,Southampton daily summaries,Robin,14.0
,Southampton daily summaries,Robin,
2025-11-10,Southampton daily summaries,Robin,11.0
2025-11-11,Southampton daily summaries,Robin,4.0
2025-11-12,Southampton daily summaries,Robin,1.0
2025-11-13,Southampton daily summaries,Robin,1.0
2025-11-14,Southampton daily summaries,Robin,1.0
2025-11-15,Southampton daily summaries,Robin,1.0
2025-11-16,Southampton daily summaries,Robin,6.0
2025-11-17,Southampton daily summaries,Robin,2.0
2025-11-18,Southampton daily summaries,Robin,1.0
2025-11-19,Southampton daily summaries,Robin,1.0
2025-11-20,Southampton daily summaries,Robin,2.0
,Southampton daily summaries,Robin,
2025-11-21,Southampton daily summaries,Robin,22.0
2025-11-22,Southampton daily summaries,Robin,23.0
2025-11-23,Southampton daily summaries,Robin,29.0
2025-11-25,Southampton daily summaries,Robin,19.0
2025-11-26,Southampton daily summaries,Robin,8.0
2025-11-27,Southampton daily summaries,Robin,8.0
2025-11-28,Southampton daily summaries,Robin,24.0
2025-11-29,Southampton daily summaries,Robin,21.0
2025-12-03,Southampton daily summaries,Robin,13.0
2025-12-04,Southampton daily summaries,Robin,14.0
2025-12-05,Southampton daily summaries,Robin,16.0
2025-12-06,Southampton daily summaries,Robin,18.0
2025-12-07,Southampton daily summaries,Robin,7.0
2025-12-08,Southampton daily summaries,Robin,9.0
2025-12-09,Southampton daily summaries,Robin,13.0
2025-12-10,Southampton daily summaries,Robin,11.0
2025-12-11,Southampton daily summaries,Robin,15.0
2025-12-12,Southampton daily summaries,Robin,15.0
2025-12-13,Southampton daily summaries,Robin,12.0
2025-12-14,Southampton daily summaries,Robin,22.0
2025-12-15,Southampton daily summaries,Robin,12.0
,Southampton daily summaries,Robin,
2025-12-16,Southampton daily summaries,Robin,6.0
2025-12-17,Southampton daily summaries,Robin,2.0
2025-12-18,Southampton daily summaries,Robin,2.0
2025-12-19,Southampton daily summaries,Robin,2.0
2025-12-20,Southampton daily summaries,Robin,1.0
2025-12-21,Southampton daily summaries,Robin,0.0
2025-12-22,Southampton daily summaries,Robin,2.0
2025-12-23,Southampton daily summaries,Robin,1.0
2025-12-24,Southampton daily summaries,Robin,0.0
2025-12-25,Southampton daily summaries,Robin,4.0
2025-12-26,Southampton daily summaries,Robin,1.0
2025-12-27,Southampton daily summaries,Robin,0.0
2025-12-28,Southampton daily summaries,Robin,0.0
2025-12-29,Southampton daily summaries,Robin,1.0
,Southampton daily summaries,Robin,
2025-12-30,Southampton daily summaries,Robin,6.0
2025-12-31,Southampton daily summaries,Robin,9.0
2026-01-01,Southampton daily summaries,Robin,10.0
2026-01-02,Southampton daily summaries,Robin,8.0
2026-01-03,Southampton daily summaries,Robin,11.0
2026-01-04,Southampton daily summaries,Robin,5.0
2026-01-05,Southampton daily summaries,Robin,11.0
2026-01-06,Southampton daily summaries,Robin,9.0
2026-01-07,Southampton daily summaries,Robin,10.0
2025-10-05,Southampton daily summaries,Pigeon,0.0
2025-10-06,Southampton daily summaries,Pigeon,0.0
2025-10-07,Southampton daily summaries,Pigeon,0.0
2025-10-08,Southampton daily summaries,Pigeon,0.0
2025-10-09,Southampton daily summaries,Pigeon,0.0
2025-10-10,Southampton daily summaries,Pigeon,0.0
2025-10-11,Southampton daily summaries,Pigeon,0.0
2025-10-12,Southampton daily summaries,Pigeon,0.0
2025-10-13,Southampton daily summaries,Pigeon,0.0
2025-10-14,Southampton daily summaries,Pigeon,4.0
2025-10-15,Southampton daily summaries,Pigeon,3.0
2025-10-16,Southampton daily summaries,Pigeon,9.0
2025-10-17,Southampton daily summaries,Pigeon,6.0
2025-10-18,Southampton daily summaries,Pigeon,4.0
2025-10-19,Southampton daily summaries,Pigeon,1.0
2025-10-20,Southampton daily summaries,Pigeon,8.0
2025-10-21,Southampton daily summaries,Pigeon,8.0
2025-10-22,Southampton daily summaries,Pigeon,7.0
2025-10-23,Southampton daily summaries,Pigeon,1.0
2025-10-24,Southampton daily summaries,Pigeon,8.0
2025-10-25,Southampton daily summaries,Pigeon,5.0
2025-10-26,Southampton daily summaries,Pigeon,8.0
2025-10-27,Southampton daily summaries,Pigeon,13.0
2025-10-28,Southampton daily summaries,Pigeon,18.0
2025-10-29,Southampton daily summaries,Pigeon,19.0
2025-10-30,Southampton daily summaries,Pigeon,16.0
2025-10-31,Southampton daily summaries,Pigeon,17.0
2025-11-01,Southampton daily summaries,Pigeon,25.0
2025-11-02,Southampton daily summaries,Pigeon,37.0
2025-11-03,Southampton daily summaries,Pigeon,11.0
2025-11-04,Southampton daily summaries,Pigeon,13.0
2025-11-05,Southampton daily summaries,Pigeon,22.0
2025-11-06,Southampton daily summaries,Pigeon,9.0
2025-11-07,Southampton daily summaries,Pigeon,5.0
2025-11-08,Southampton daily summaries,Pigeon,15.0
2025-11-09,Southampton daily summaries,Pigeon,8.0
,Southampton daily summaries,Pigeon,
2025-11-10,Southampton daily summaries,Pigeon,9.0
2025-11-11,Southampton daily summaries,Pigeon,7.0
2025-11-12,Southampton daily summaries,Pigeon,1.0
2025-11-13,Southampton daily summaries,Pigeon,3.0
2025-11-14,Southampton daily summaries,Pigeon,0.0
2025-11-15,Southampton daily summaries,Pigeon,1.0
2025-11-16,Southampton daily summaries,Pigeon,3.0
2025-11-17,Southampton daily summaries,Pigeon,0.0
2025-11-18,Southampton daily summaries,Pigeon,0.0
2025-11-19,Southampton daily summaries,Pigeon,0.0
2025-11-20,Southampton daily summaries,Pigeon,1.0
,Southampton daily summaries,Pigeon,
2025-11-21,Southampton daily summaries,Pigeon,2.0
2025-11-22,Southampton daily summaries,Pigeon,6.0
2025-11-23,Southampton daily summaries,Pigeon,17.0
2025-11-25,Southampton daily summaries,Pigeon,12.0
2025-11-26,Southampton daily summaries,Pigeon,9.0
2025-11-27,Southampton daily summaries,Pigeon,7.0
2025-11-28,Southampton daily summaries,Pigeon,19.0
2025-11-29,Southampton daily summaries,Pigeon,7.0
2025-12-03,Southampton daily summaries,Pigeon,2.0
2025-12-04,Southampton daily summaries,Pigeon,0.0
2025-12-05,Southampton daily summaries,Pigeon,9.0
2025-12-06,Southampton daily summaries,Pigeon,4.0
2025-12-07,Southampton daily summaries,Pigeon,8.0
2025-12-08,Southampton daily summaries,Pigeon,8.0
2025-12-09,Southampton daily summaries,Pigeon,11.0
2025-12-10,Southampton daily summaries,Pigeon,13.0
2025-12-11,Southampton daily summaries,Pigeon,6.0
2025-12-12,Southampton daily summaries,Pigeon,0.0
2025-12-13,Southampton daily summaries,Pigeon,8.0
2025-12-14,Southampton daily summaries,Pigeon,3.0
2025-12-15,Southampton daily summaries,Pigeon,5.0
,Southampton daily summaries,Pigeon,
2025-12-16,Southampton daily summaries,Pigeon,2.0
2025-12-17,Southampton daily summaries,Pigeon,1.0
2025-12-18,Southampton daily summaries,Pigeon,1.0
2025-12-19,Southampton daily summaries,Pigeon,2.0
2025-12-20,Southampton daily summaries,Pigeon,1.0
2025-12-21,Southampton daily summaries,Pigeon,0.0
2025-12-22,Southampton daily summaries,Pigeon,0.0
2025-12-23,Southampton daily summaries,Pigeon,0.0
2025-12-24,Southampton daily summaries,Pigeon,1.0
2025-12-25,Southampton daily summaries,Pigeon,0.0
2025-12-26,Southampton daily summaries,Pigeon,0.0
2025-12-27,Southampton daily summaries,Pigeon,2.0
2025-12-28,Southampton daily summaries,Pigeon,0.0
2025-12-29,Southampton daily summaries,Pigeon,0.0
,Southampton daily summaries,Pigeon,
2025-12-30,Southampton daily summaries,Pigeon,3.0
2025-12-31,Southampton daily summaries,Pigeon,0.0
